config_name,config_id,dU,dV,dW,sigma,n_samples,stable,diego_turing,shaberi_total,shaberi_type_I,shaberi_type_II,shaberi_hopf,filter_count,rob_diego,rob_shaberi_total,rob_shaberi_type_I
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.1,100000,100000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.2,100000,100000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.3,100000,100000,0,0,0,0,0,0,0.0,0.0,0.0
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.4,100000,99981,18,18,18,0,0,0,0.018,0.018,0.018
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.5,100000,99732,202,202,202,0,0,0,0.202,0.202,0.202
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.6,100000,98966,768,768,768,0,0,0,0.768,0.768,0.768
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.7,100000,97782,2099,2099,2099,0,0,0,2.099,2.099,2.099
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.8,100000,96149,4011,4011,4011,0,0,0,4.011,4.011,4.011
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,0.9,100000,94311,6511,6511,6511,0,0,0,6.511,6.511,6.511
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.0,100000,92345,8914,8914,8914,0,0,0,8.914,8.914,8.914
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.1,100000,90198,11230,11230,11230,0,0,0,11.23,11.23,11.23
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.2,100000,88080,13522,13522,13522,0,0,0,13.522,13.522,13.522
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.3,100000,85689,15370,15370,15370,0,0,0,15.37,15.37,15.37
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.4,100000,83226,17042,17042,17042,0,0,0,17.042,17.042,17.042
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.5,100000,80727,18348,18348,18348,0,0,0,18.348,18.348,18.348
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.6,100000,78077,19305,19305,19305,0,0,0,19.305,19.305,19.305
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,1.8,100000,72870,20673,20673,20668,5,0,0,20.673,20.673,20.668
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,2.0,100000,67959,21493,21493,21465,28,0,0,21.493,21.493,21.465
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,2.2,100000,63389,21871,21871,21811,60,0,0,21.871,21.871,21.811
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,2.4,100000,59093,21789,21789,21657,132,0,0,21.789,21.789,21.657
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,2.6,100000,55261,21484,21484,21265,219,0,0,21.484,21.484,21.265
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,2.8,100000,51853,21205,21205,20889,316,0,0,21.205,21.205,20.889
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,3.0,100000,48898,21001,21001,20491,510,0,0,21.001,21.001,20.491
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,3.2,100000,46233,20612,20612,19901,711,0,0,20.612,20.612,19.901
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,3.4,100000,43879,20229,20229,19297,932,0,0,20.229,20.229,19.297
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,3.6,100000,41674,19784,19784,18605,1179,0,0,19.784,19.784,18.605
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,3.8,100000,39752,19400,19400,17953,1447,0,0,19.4,19.4,17.953
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,4.0,100000,38013,19030,19030,17339,1691,0,0,19.03,19.03,17.339
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,5.0,100000,31319,17386,17386,14331,3055,0,0,17.386,17.386,14.331
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,6.0,100000,26971,16049,16049,11769,4280,0,0,16.049,16.049,11.769
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,7.0,100000,23995,15020,15020,9791,5229,0,0,15.02,15.02,9.791
FINAL_RMT_3954_Type3_WFreeze_Unequal6,43,10.0,0.1,0.0,8.0,100000,21713,14219,14219,8232,5987,0,0,14.219,14.219,8.232
